MatchDate,HomeTeam,AwayTeam,FTHome,FTAway,OddHome,OddDraw,OddAway,Over25,Under25,HomeShots,AwayShots,HomeTarget,AwayTarget,HomeCorners,AwayCorners
2001-04-21,Boavista,Sp Lisbon,1.0,0.0,1.95,3.1,3.4,,,,,,,,
2001-04-22,Beira Mar,Salgueiros,3.0,2.0,2.0,3.2,3.2,,,,,,,,
2001-04-22,Est Amadora,Alverca,1.0,2.0,2.7,2.85,2.5,,,,,,,,
2001-04-22,Porto,Aves,4.0,0.0,1.15,6.0,12.0,,,,,,,,
2001-04-22,Pacos Ferreira,Maritimo,2.0,1.0,1.85,3.1,3.83,,,,,,,,
2001-04-22,Benfica,Guimaraes,1.0,0.0,1.33,4.25,7.5,,,,,,,,
2001-04-22,Leiria,Gil Vicente,1.0,0.0,1.53,3.5,5.25,,,,,,,,
2001-04-23,Belenenses,Farense,4.0,2.0,1.7,3.2,4.4,,,,,,,,
2001-04-28,Alverca,Boavista,1.0,2.0,3.85,3.1,1.85,,,,,,,,
2001-04-28,Guimaraes,Belenenses,1.0,1.0,2.3,2.95,2.85,,,,,,,,
2001-04-29,Aves,Beira Mar,2.0,3.0,3.0,3.0,2.2,,,,,,,,
2001-04-29,Porto,Sp Braga,3.0,2.0,1.4,3.9,6.55,,,,,,,,
2001-04-29,Gil Vicente,Est Amadora,0.0,0.0,1.42,3.75,6.5,,,,,,,,
2001-04-29,Maritimo,Campomaiorense,3.0,0.0,1.7,3.2,4.5,,,,,,,,
2001-04-29,Salgueiros,Leiria,1.0,4.0,2.15,3.0,3.1,,,,,,,,
2001-04-29,Farense,Pacos Ferreira,2.0,4.0,2.0,3.1,3.35,,,,,,,,
2001-04-29,Sp Lisbon,Benfica,3.0,0.0,2.1,3.05,3.15,,,,,,,,
2001-05-04,Benfica,Alverca,0.0,2.0,1.3,4.3,8.25,,,,,,,,
2001-05-04,Sp Braga,Maritimo,2.0,1.0,1.42,3.7,6.8,,,,,,,,
2001-05-05,Boavista,Gil Vicente,2.0,0.0,1.2,5.2,10.0,,,,,,,,
2001-05-06,Beira Mar,Porto,0.0,3.0,3.7,3.2,1.8,,,,,,,,
